ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	TurboMajorPsiGroup1	TurboMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM6654	7	21	3880	8042	0.603830027	0.008890469	NA	0.611	NA	NA	NA	NA	NA	NA	NA	0.991109531	1	0.991	0.997	0.183575987	76.33333333	38.33333333	0.183575987
ASM6655	2	4	299	307	0.669644454	0.024614553	NA	0.635	NA	NA	NA	NA	NA	NA	NA	0.928494624	0.903880071	0.971	0.963	0.141917464	28.33333333	27.66666667	0.141917464
ASM6656	2	4	424	459	0.252500574	0.024614553	NA	0.831	NA	NA	NA	NA	NA	NA	NA	0.928494624	0.903880071	0.79	0.927	0.141917464	28.33333333	27.66666667	0.141917464
ASM6657	7	8	4583	5048	0.64929884	0.063671741	NA	0.841	NA	0.864	NA	NA	NA	NA	NA	0.509727759	0.551497152	0.952	0.853	0.019871037	108.6666667	101	0.019871037
ASM6658	6	18	1288	1469	1.90E-07	0.106221428	0.000449	1	0.000673	0.00186	NA	0.772740741	0.873259259	0.772740741	0.873259259	0.270160652	0.240453751	0.887	0.831	0.04242994	133.3333333	177.3333333	0.04242994
ASM6659	3	6	1190	1358	0.419924273	0.003578051	1	0.691	0.967	0.673	NA	0.805833333	0.8225	0.805833333	0.8225	0.640436421	0.641220193	0.641	0.634	0.925812492	83.33333333	73.33333333	0.925812492
ASM6660	2	3	827	900	0.285813885	0.004420731	0.117	0.742	NA	NA	NA	0.986	0.951333333	0.986	0.951333333	0.970072239	0.965651509	0.975	0.979	0.627385517	55	48.33333333	0.627385517
ASM6661	2	15	8479	22832	0.717861217	0.036328297	1	0.682	0.321	0.241	NA	0.9965	1	0.9965	1	0.750563938	0.783232364	0.999	0.998	0.033794902	700.6666667	284	0.033794902
ASM6662	3	7	281	464	0.662674059	0.066875302	0.828	0.714	NA	NA	NA	0.853666667	0.832666667	0.853666667	0.832666667	0.646009852	0.693277311	0.981	0.99	0.236835134	27.33333333	16	0.236835134
ASM6663	3	25	16517	35250	0.461879108	0.0221732	1	0.868	0.0232	0.105	NA	0.997	1	0.997	1	0.766551008	0.788724208	0.996	0.998	0.383791712	138.6666667	70	0.383791712
ASM6664	3	33	7162	11096	0.329758081	0.032102723	0.118	0.857	0.143	0.232	NA	0.9455	0.963833333	0.9455	0.963833333	0.943854136	0.911751412	0.967	0.922	0.083411218	59.33333333	56.33333333	0.083411218
ASM6665	2	3	1755	2200	0.264408464	0.1076144	0.27	0.708	0.456	0.432	SE	0.588666667	0.521333333	0.588666667	0.521333333	0.59841983	0.49080543	0.57	0.61	0.177087826	127	111.6666667	0.177087826
ASM6666	3	4	4447	1566	0.614764851	0.047759688	NA	NA	NA	0.401	NA	NA	NA	NA	NA	0.50375	0.487579301	NA	NA	0.202750402	28.33333333	89	0.202750402
ASM6667	6	13	11366	3289	0.7475769	0.068230242	0.0319	0.79	NA	NA	NA	1	0.945333333	1	0.945333333	0.50375	0.487579301	0.932	0.991	0.000246257	28.33333333	89	0.000246257
ASM6668	3	4	24	0	NA	NA	NA	NA	NA	0.0356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA
ASM6669	3	18	120230	30124	1	0.022677001	0.509	0.867	0.462	0.0356	NA	0.918555556	0.922777778	0.918555556	0.922777778	0.901570048	0.913390313	0.999	1	0.68844044	22.66666667	109	0.68844044
ASM6670	3	39	21003	35318	0.864572782	NA	1	0.61	NA	NA	NA	0.997666667	0.996666667	0.997666667	0.996666667	NA	NA	0.999	0.999	NA	6	6.666666667	NA
ASM6671	2	16	5823	3744	0.128086595	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	32.66666667	58	1
ASM6672	2	19	26693	19693	0.938378846	0.003856284	NA	NA	NA	0.24	NA	NA	NA	NA	NA	0.995352297	0.992952388	NA	NA	0.199875275	284	414.3333333	0.199875275
ASM6673	3	20	142	9476	0.000605251	0.122006022	1	NA	NA	0.000544	NA	0.983	1	0.983	1	0.809639992	0.722222222	NA	NA	0.280746542	276	3.666666667	0.280746542
ASM6674	3	7	2621	2854	0.227150014	0.161587918	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.891880631	0.730292713	NA	NA	0.061667322	62.66666667	60	0.061667322
ASM6675	4	6	1795	2202	0.002582713	0.065688688	3.88E-05	0.991	0.381	0.000581	NA	0.822166667	0.815333333	0.822166667	0.815333333	0.66473057	0.611995115	0.892	0.978	0.074891889	186	154.3333333	0.074891889
ASM6676	3	19	5920	7512	0.137351774	NA	NA	0.726	0.537	0.834	NA	NA	NA	NA	NA	NA	NA	0.998	0.998	NA	3.666666667	3.666666667	NA
ASM6677	2	4	19	19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.666666667	NA
ASM6678	3	36	33780	39712	1.88E-14	0.004594267	0	1	4.01E-61	4.53E-64	NA	0.754190476	0.811619048	0.754190476	0.811619048	0.995405733	1	1	1	0.22635343	212.6666667	465	0.22635343
ASM6679	2	4	11303	10189	0.801899817	0.012710563	NA	0.664	NA	0.916	NA	NA	NA	NA	NA	0.951005291	0.963715854	0.956	0.949	0.553269951	251.3333333	300.6666667	0.553269951
ASM6680	2	9	2710	3151	0.415404254	0.005537247	0.186	0.688	NA	NA	NA	0.908555556	0.836111111	0.908555556	0.836111111	0.917724116	0.914487923	0.985	0.997	0.617233774	126.6666667	120	0.617233774
ASM6681	10	12	5126	6126	0.921366683	0.004445822	0.959	0.769	0.154	0.325	NA	0.6755	0.679166667	0.6755	0.679166667	0.97201426	0.967568438	0.996	0.996	0.751437635	48	44	0.751437635
ASM6682	9	24	40	290	7.76E-09	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.5	NA	NA	1	28	2	1
ASM6683	3	7	1082	809	0.499052098	0.027714442	0.537	0.734	0.719	0.765	NA	0.607666667	0.53	0.607666667	0.53	0.487792232	0.468939394	0.931	0.853	0.690521803	35	42	0.690521803
ASM6684	5	6	785	507	0.349415705	0.056903027	0.0625	0.768	0.129	0.143	NA	0.908333333	0.832	0.908333333	0.832	0.896753589	0.953656617	0.725	0.776	0.112678147	54.66666667	75	0.112678147
ASM6685	9	10	1612	1047	0.894336644	0.068537944	0.0553	0.816	0.297	0.15	NA	0.883	0.823333333	0.883	0.823333333	0.415047915	0.483585859	0.982	0.963	0.308319735	22	37.66666667	0.308319735
ASM6686	3	23	18258	23375	0.687101685	0.033412698	1	0.823	0.0891	0.122	NA	0.971166667	0.970666667	0.971166667	0.970666667	0.648756798	0.618962953	0.999	0.999	0.031317783	408	350.6666667	0.031317783
ASM6687	4	47	11653	13275	0.48493906	0.144021739	0.0162	0.96	0.00951	0.017	NA	0.838222222	0.805666667	0.838222222	0.805666667	0.291666667	0.412238325	0.998	0.998	0.530758243	11.66666667	20.33333333	0.530758243
ASM6688	2	27	11012	13392	1	0.025429787	NA	0.878	0.136	0.636	NA	NA	NA	NA	NA	0.957883491	0.932453704	0.999	0.999	0.182539233	144.3333333	140.6666667	0.182539233
ASM6689	3	19	5756	5815	0.599956496	0.040073548	0.62	0.847	0.109	0.134	NA	0.93625	0.926583333	0.93625	0.926583333	0.733191873	0.773265422	0.998	0.999	0.148129007	61.33333333	56.33333333	0.148129007
ASM6690	5	21	553	232	0.07595753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.666666667	13	NA
ASM6691	4	14	193	528	0.857897096	NA	0.658	NA	NA	NA	NA	0.790833333	0.694166667	0.790833333	0.694166667	NA	NA	NA	NA	NA	10.33333333	3.666666667	NA
ASM6692	2	13	2554	1981	0.146193286	0.066074795	NA	0.69	NA	NA	NA	NA	NA	NA	NA	0.598676592	0.604032604	0.882	0.859	0.010034646	29	40.33333333	0.010034646
ASM6693	2	4	16	11	1.00E+00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	2.333333333	NA
ASM6694	2	5	25	20	0.241375541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	2.333333333	NA
ASM6695	7	7	13496	9372	0.109560812	0.08648149	0.00328	0.976	NA	0.0293	NA	0.879333333	0.616333333	0.879333333	0.616333333	0.70770575	0.62122426	0.772	0.882	0.018277755	115.3333333	178.6666667	0.018277755
ASM6696	2	20	1793	1302	0.026688387	0.061554999	NA	0.615	NA	NA	NA	NA	NA	NA	NA	0.970959596	0.909404597	0.992	0.989	0.070108768	22.66666667	36	0.070108768
ASM6697	4	14	4889	1351	0.820245821	0.069704813	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.930295187	NA	NA	0.025034881	15.66666667	61.33333333	0.025034881
ASM6698	6	21	3154	4107	0.12405435	0.13553228	0.815	0.797	0.266	0.062	NA	0.980666667	0.966666667	0.980666667	0.966666667	0.776915149	0.641382869	0.998	0.998	0.268507539	31.33333333	24.66666667	0.268507539
ASM6699	7	30	161	9724	0.053610992	0.400390961	NA	NA	NA	0.232	NA	NA	NA	NA	NA	0.432942372	0.833333333	NA	NA	0.137777792	144	2	0.137777792
ASM6700	2	10	2973	1687	0.054566183	0	0.297	0.947	0.00497	0.0569	NA	0.9695	0.996	0.9695	0.996	1	1	0.998	0.996	1	38	66	1
ASM6701	2	12	19957	13074	1	0.083270403	1	0.61	0.223	0.307	NA	0.9935	0.995166667	0.9935	0.995166667	0.846370684	0.781080533	1	1	0.017874229	47	88.66666667	0.017874229
ASM6702	7	27	8749	8597	0.203638681	0.0358087	0.667	0.912	0.631	0.175	NA	0.792	0.791833333	0.792	0.791833333	0.544336769	0.553794857	0.997	0.996	0.183668867	72.33333333	78.33333333	0.183668867
ASM6703	4	5	1154	1056	0.796414307	0	NA	0.725	NA	NA	NA	NA	NA	NA	NA	1	1	0.949	0.884	NA	16.33333333	18.66666667	NA
ASM6704	2	20	6540	6592	0.131218731	0.021781698	0.524	0.618	NA	NA	NA	0.984	0.9925	0.984	0.9925	0.93230036	0.948513192	0.999	0.999	0.000998728	184	200	0.000998728
ASM6705	6	9	1190	1470	0.901878111	0.006299603	NA	0.616	NA	NA	NA	NA	NA	NA	NA	0.98328373	0.982936508	0.997	0.984	0.463350933	60	56	0.463350933
ASM6706	6	24	10807	16065	0.068917889	0.036827759	0.15	1	0.545	0.00869	NA	0.9574	0.968466667	0.9574	0.968466667	0.82194006	0.834724547	0.995	0.993	0.068334595	413.3333333	302.6666667	0.068334595
ASM6707	5	7	3470	4089	0.130988387	0.091824905	0.00198	0.871	NA	0.00949	NA	0.994166667	0.935666667	0.994166667	0.935666667	0.942737881	0.850912976	0.968	0.993	0.017092715	116	108	0.017092715
ASM6708	2	3	1026	816	0.005576872	0.325663714	5.86E-12	1	4.15E-06	0.000716	NA	0.887666667	0.601666667	0.887666667	0.601666667	0.906778942	0.581115228	0.653	0.902	0.005876003	97	115.6666667	0.005876003
ASM6709	3	5	1504	1216	4.05E-01	0.088026276	0.0382	0.782	0.134	0.166	NA	0.746	0.680222222	0.746	0.680222222	0.521114488	0.562183409	0.513	0.47	0.024899456	95	115.6666667	0.024899456
ASM6710	2	3	1011	975	0.646374199	0.011483466	0.359	0.831	NA	0.536	SE	0.958333333	0.936333333	0.958333333	0.936333333	0.95407139	0.965554856	0.932	0.989	0.369138047	95	115.6666667	0.369138047
ASM6711	3	5	2479	1297	0.375081878	0.013929507	NA	0.71	0.677	0.685	NA	NA	NA	NA	NA	0.57041793	0.556488423	0.55	0.596	0.664114154	89.33333333	177.3333333	0.664114154
ASM6712	4	5	7169	10344	0.976370237	0.001466185	0.437	0.814	0.18	0.155	NA	0.824333333	0.796666667	0.824333333	0.796666667	0.887433101	0.886579332	0.797	0.83	0.866995437	402.3333333	297.3333333	0.866995437
ASM6713	8	17	13536	21762	0.999999775	0.011129282	0.309	0.834	0.349	0.34	NA	0.691666667	0.695666667	0.691666667	0.695666667	0.602090065	0.613219346	0.869	0.835	0.719690593	319	210.3333333	0.719690593
ASM6714	2	33	8432	8152	0.430944783	0.034018035	0.79	0.812	0.106	0.245	NA	0.919666667	0.911333333	0.919666667	0.911333333	0.725212898	0.691194862	0.997	0.997	0.416439872	96.66666667	108.3333333	0.416439872
ASM6715	6	32	4534	8719	0.020058273	0	NA	0.667	NA	NA	NA	NA	NA	NA	NA	1	1	0.993	0.996	NA	54	30	NA
ASM6716	12	29	31	5177	0	0.694857839	NA	NA	NA	0.174	NA	NA	NA	NA	NA	0.694857839	0	NA	NA	1	94.66666667	0	1
ASM6717	4	22	42181	57117	0.980962702	0.043326131	1	0.99	0.000248	0.000156	NA	0.988	1	0.988	1	0.839748288	0.825327978	0.999	0.999	0.143572053	90	127.3333333	0.143572053
ASM6718	5	21	71621	124345	0.045885208	0.000453579	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.998085936	0.997632357	1	1	0.402193861	1578.333333	980.6666667	0.402193861
ASM6719	3	4	14553	24988	0.996717084	0.000338846	1	0.61	NA	NA	NA	0.999666667	1	0.999666667	1	0.998085936	0.997958194	1	1	0.307260655	1578.333333	980.3333333	0.307260655
ASM6720	2	9	3215	4653	1	NA	0.0807	0.723	0.169	0.19	NA	0.782333333	0.857	0.782333333	0.857	NA	NA	0.993	0.998	NA	0.333333333	0	NA
ASM6721	2	3	1714	2465	0.381220691	0.003966843	0.0807	0.723	0.169	0.19	NA	0.782333333	0.857	0.782333333	0.857	0.858493075	0.862459918	0.837	0.788	0.733879451	174.3333333	125.6666667	0.733879451
ASM6722	3	4	849	997	0.359741071	0.018289242	NA	NA	NA	0.501	NA	NA	NA	NA	NA	0.554673721	0.543253968	NA	NA	0.825085182	27.66666667	23.33333333	0.825085182
ASM6723	3	5	6406	10101	0.892004767	0.056623637	NA	0.784	0.402	0.387	NA	NA	NA	NA	NA	0.743898624	0.800522261	0.715	0.662	0.083502445	195.6666667	136.3333333	0.083502445
ASM6724	3	5	4195	2114	1	0.028271017	NA	0.634	NA	0.74	NA	NA	NA	NA	NA	0.691095965	0.719366981	0.96	0.96	0.296476049	145	286	0.296476049
ASM6725	2	3	320	260	0.136212198	0.26753356	NA	NA	NA	0.0499	NA	NA	NA	NA	NA	0.402808303	0.670341863	NA	NA	0.003852064	14	21.33333333	0.003852064
ASM6726	8	8	4525	6039	0.727173907	0.019113981	NA	0.825	0.0244	0.148	NA	NA	NA	NA	NA	0.559207459	0.578321441	0.58	0.581	0.503941434	138.3333333	102.3333333	0.503941434
ASM6727	2	22	41835	49772	1	0.011976311	0.869	0.677	0.518	0.316	NA	0.908888889	0.908	0.908888889	0.908	0.737111217	0.749087528	1	1	0.312371818	525	472.6666667	0.312371818
ASM6728	3	7	5369	5206	8.28E-01	0.009047182	NA	0.61	NA	0.236	NA	NA	NA	NA	NA	0.96870372	0.959656538	0.998	0.999	0.410644106	160.3333333	172.6666667	0.410644106
ASM6729	2	14	22139	29830	0.867947906	0.030678464	0.0234	0.716	0.552	0.0204	NA	0.9279	0.921033333	0.9279	0.921033333	0.830016255	0.86069472	1	1	0.179780119	1075.666667	842.3333333	0.179780119
ASM6730	7	8	7630	10093	0.297237554	0.005858308	1	0.61	NA	0.025	NA	0.991666667	1	0.991666667	1	0.974061263	0.972454387	0.999	0.993	0.070514362	731.3333333	605.6666667	0.070514362
ASM6731	2	3	5387	5068	0.000603029	0.176067739	0	1	1.73E-07	6.03E-08	SE	0.898333333	0.632	0.898333333	0.632	0.882716815	0.706649076	0.646	0.909	1.99E-05	569.6666667	619.3333333	1.99E-05
ASM6732	3	9	5635	3737	0.805180856	0.011930861	1	0.611	NA	NA	NA	0.99	0.994666667	0.99	0.994666667	0.954024963	0.958764631	0.997	0.997	0.426981234	78.33333333	128	0.426981234
ASM6733	2	3	845	602	0.583645134	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.917	NA	1	2.333333333	NA
ASM6734	2	5	8744	9365	0.828970929	0.007628132	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.971817136	0.979445268	NA	NA	0.102082924	391	405.3333333	0.102082924
ASM6735	4	5	1102	4178	0.203693595	0.030878719	0.486	0.664	NA	0.443	NA	0.935	0.966	0.935	0.966	0.889297236	0.920175955	0.993	0.984	0.042899444	190	57.66666667	0.042899444
ASM6736	10	10	688	2122	0.904327121	0.033358798	NA	NA	NA	0.544	NA	NA	NA	NA	NA	0.445378151	0.412019353	NA	NA	0.401631602	56.66666667	20	0.401631602
ASM6737	6	17	1507	3304	0.993914693	0.101759678	0.0595	0.899	0.105	0.111	NA	0.854066667	0.811666667	0.854066667	0.811666667	0.511111111	0.487745098	0.925	0.955	0.029204322	13.66666667	11	0.029204322
ASM6738	5	12	134	3912	0.390882878	0.066374269	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89374269	0.916666667	NA	NA	1.94E-05	75.33333333	3	1.94E-05
ASM6739	2	18	35971	35091	0.673970944	0.01057949	1	0.669	0.719	0.857	NA	0.812666667	0.807333333	0.812666667	0.807333333	0.818274966	0.807856463	0.999	0.986	0.27123504	254.3333333	284	0.27123504
ASM6740	4	5	38	18	0.96954552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	2.333333333	NA
ASM6741	4	21	21497	28225	0.101161325	0.008946056	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.992651072	0.983705016	0.978	0.992	0.151918856	224.6666667	184.3333333	0.151918856
ASM6742	2	3	322	437	0.472232991	0.067783094	NA	0.734	NA	NA	NA	NA	NA	NA	NA	0.984848485	0.917065391	0.962	0.89	0.273735904	26.33333333	19.33333333	0.273735904
ASM6743	3	17	3908	3876	0.117345722	0.028621934	0.105	0.712	0.134	0.0463	NA	0.897888889	0.858555556	0.897888889	0.858555556	0.59334281	0.569150193	0.998	0.998	0.090566397	128.6666667	148.3333333	0.090566397
ASM6744	2	9	6560	10959	0.117415737	0.010220647	1	0.926	0.025	0.105	NA	0.997333333	0.995666667	0.997333333	0.995666667	0.878908788	0.868688141	0.996	0.997	0.504748332	585	352.3333333	0.504748332
ASM6745	2	24	52802	61349	0.160768759	0.054122417	1	0.61	0.416	0.816	NA	0.998166667	1	0.998166667	1	0.937217098	0.901046944	1	0.999	0.138350469	63.33333333	46.33333333	0.138350469
ASM6746	2	4	11486	11613	0.95818482	0.008386639	NA	NA	NA	0.123	NA	NA	NA	NA	NA	0.637789223	0.629402584	NA	NA	0.198986913	712.3333333	748.6666667	0.198986913
ASM6747	6	8	1416	1740	0.215523512	0.026982329	NA	0.681	NA	0.946	NA	NA	NA	NA	NA	0.903360785	0.930343114	0.944	0.962	0.335920694	124	110	0.335920694
ASM6748	5	44	10077	10920	0.037232326	0.104906205	0.0533	0.831	0.248	0.0896	NA	0.865722222	0.859	0.865722222	0.859	0.675	0.638961039	0.999	0.999	0.198214459	12.66666667	14	0.198214459
ASM6749	7	17	5731	7714	0.653616449	0.015445231	1	0.753	0.336	0.263	NA	0.995666667	0.994666667	0.995666667	0.994666667	0.401218796	0.385773565	0.999	0.999	0.362827241	377	313.6666667	0.362827241
ASM6750	2	3	1299	1442	0.454023293	0	NA	0.705	0.377	0.921	NA	NA	NA	NA	NA	1	1	0.784	0.738	1	91	84.33333333	1
ASM6751	6	7	2837	3517	NA	0.035539339	1	0.689	0.302	NA	NA	0.977333333	0.985333333	0.977333333	0.985333333	0.776325359	0.74078602	0.978	0.96	0.042448479	116.3333333	113	0.042448479
ASM6752	4	8	3904	4142	0.596305409	0.009496063	0.0158	0.796	0.0513	0.0168	NA	0.884	0.861933333	0.884	0.861933333	0.741733086	0.738536308	0.999	0.999	0.029076862	288.3333333	312.3333333	0.029076862
ASM6753	6	7	243	2176	0.269337655	0.119984879	0.000537	NA	NA	0.339	NA	0.8126	0.863733333	0.8126	0.863733333	0.747497735	0.680296756	NA	NA	0.015446466	181	25	0.015446466
ASM6754	3	8	122	84	0.054473028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA
ASM6755	6	11	10436	12695	0.026237653	0.023915208	0.00776	0.738	0.816	0.281	NA	0.758	0.889	0.758	0.889	0.641400066	0.617484858	0.996	0.995	0.486484788	825.3333333	788.3333333	0.486484788
ASM6756	3	5	14271	25830	0.314151089	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	0.987	NA	11.66666667	2.333333333	NA
ASM6757	4	29	61707	130565	0.429769435	0.026421481	NA	0.832	0.00972	0.096	NA	NA	NA	NA	NA	0.98639661	0.959975129	1	1	0.031318256	1010.333333	460.6666667	0.031318256
ASM6758	3	34	14085	19738	0.400646303	0.29377975	1	0.974	0.0016	0.000634	NA	1	0.996	1	0.996	0.467532468	0.761312217	0.999	0.999	0.015501858	8.333333333	14	0.015501858
ASM6759	2	4	974	1093	0.909818241	0.008611065	1	0.612	NA	NA	NA	0.987	0.985	0.987	0.985	0.979768952	0.988380018	0.972	0.979	0.546176997	134	136	0.546176997
ASM6760	6	14	617	2104	0.180592724	0	NA	0.616	NA	NA	NA	NA	NA	NA	NA	1	1	0.983	0.993	NA	44	12.33333333	NA
ASM6761	6	14	696473	803056	0.478448263	0	0.922	0.999	0.226	0.00344	NA	0.781	0.787444444	0.781	0.787444444	1	1	1	1	NA	9.333333333	11.33333333	NA
ASM6762	3	26	24696	39022	3.33E-05	0.047222202	6.14E-11	1	3.98E-05	2.88E-05	NA	0.8675	0.772666667	0.8675	0.772666667	0.981014618	0.936858077	0.999	0.999	0.090120434	156.3333333	117.6666667	0.090120434
ASM6763	2	16	2043	2183	0.084559621	0.028735632	1	0.946	NA	0.0326	NA	0.993333333	0.972333333	0.993333333	0.972333333	0.592928251	0.570400762	0.983	0.991	0.422649731	54.66666667	60.33333333	0.422649731
ASM6764	3	12	32030	13351	1	0.23575529	NA	0.753	0.286	0.0774	NA	NA	NA	NA	NA	0.577275013	0.813030303	1	0.999	0.002626209	30	42.33333333	0.002626209
ASM6765	6	10	139223	281523	NA	0.00076961	1	0.61	0.56	0.712	NA	0.996333333	0.996666667	0.996333333	0.996666667	0.996856341	0.996086731	0.999	0.998	0.503796485	10280.66667	5450.666667	0.503796485
ASM6766	4	6	58314	118333	1	0.017549016	NA	0.96	0.000542	3.46E-07	NA	NA	NA	NA	NA	0.992529701	0.974980685	0.998	1	0.000151149	10270.33333	5432.666667	0.000151149
ASM6767	6	14	59712	116245	1	0.154188948	NA	0.96	0.000542	8.38E-09	NA	NA	NA	NA	NA	0.96969697	0.815508021	0.998	0.998	0.24243814	10.33333333	18	0.24243814
ASM6768	9	15	7951	9262	0.031477535	0.139154789	NA	0.61	0.00204	8.38E-09	NA	NA	NA	NA	NA	0.967558347	0.828403558	0.997	0.998	0.002782233	102.6666667	95	0.002782233
ASM6769	4	28	32349	45587	0.84558693	0.016925107	NA	0.665	0.308	0.139	NA	NA	NA	NA	NA	0.746344809	0.741822065	1	1	0.094890001	732	550.6666667	0.094890001
ASM6770	4	44	12919	12027	1	0.078000557	0.749	0.682	0.744	0.642	NA	0.831333333	0.848333333	0.831333333	0.848333333	0.653439153	0.575438596	0.999	0.999	0.481357306	7.333333333	14.66666667	0.481357306
ASM6771	8	9	1073	708	0.20867201	0.118719475	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522222222	0.403502747	NA	NA	0.059554279	16	28.66666667	0.059554279
ASM6772	3	19	12263	15781	1	0.012504524	NA	0.625	0.0435	0.042	NA	NA	NA	NA	NA	0.973578082	0.961073558	1	1	0.015229448	881.6666667	687	0.015229448
ASM6773	3	5	502	479	0.349492914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5.333333333	NA
ASM6774	2	4	7115	10378	0.078383963	0.047823851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.973273248	0.925449397	NA	NA	0.131464702	175.3333333	126.3333333	0.131464702
ASM6775	2	3	4215	3942	0.775652147	0.002002165	1	0.61	NA	NA	NA	0.988333333	0.992333333	0.988333333	0.992333333	0.989426799	0.987424634	0.993	0.987	0.825781825	345.3333333	394	0.825781825
ASM6776	4	16	63569	65355	0.710155197	0	NA	0.61	0.00157	0.0106	NA	NA	NA	NA	NA	1	1	1	1	1	256	249.6666667	1
ASM6777	3	5	374	171	0.054554931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6.666666667	NA
ASM6778	5	6	8898	9796	0.959661297	0.001394644	1	0.664	0.757	0.219	NA	0.985333333	0.986	0.985333333	0.986	0.96051346	0.959935284	1	0.998	0.666277238	871	883	0.666277238
ASM6779	3	6	9476	10449	NA	0.001157407	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999289268	0.99845679	NA	NA	0.422649731	880.3333333	896	0.422649731
ASM6780	4	7	8980	7166	1	0.018429401	NA	0.675	NA	0.421	NA	NA	NA	NA	NA	0.938796322	0.920366922	0.888	0.906	0.37125346	147	179.6666667	0.37125346
ASM6781	10	9	9579	6511	0.692983654	0.007258294	0.327	0.79	0.0377	0.0662	NA	0.902333333	0.912	0.902333333	0.912	0.799477072	0.792218778	0.987	0.987	0.765310274	286	452.3333333	0.765310274
ASM6782	3	18	14016	9537	0.830808662	0.055976499	0.127	0.99	0.0959	0.157	NA	0.8948	0.904133333	0.8948	0.904133333	0.960174577	0.904198078	0.999	0.999	0.172134972	41	45	0.172134972
ASM6783	2	3	2724	5545	0.012035989	0.049828353	5.96E-07	0.974	8.39E-05	0.000227	NA	0.899333333	0.971	0.899333333	0.971	0.906784195	0.956612547	0.981	0.973	0.017872743	483.3333333	253	0.017872743
ASM6784	10	9	2450	9006	0.597230573	0.045461533	NA	0.726	0.339	0.542	NA	NA	NA	NA	NA	0.567624338	0.522162805	0.998	0.999	0.110230003	336.3333333	94.33333333	0.110230003
ASM6785	4	14	27903	28448	1	0.074364945	0.0324	1	5.39E-07	2.09E-05	NA	0.921041667	0.992291667	0.921041667	0.992291667	0.876040148	0.950405093	0.996	0.999	0.000112593	1013.333333	987.3333333	0.000112593
ASM6786	2	4	2658	985	0.393571392	0	NA	0.611	NA	NA	NA	NA	NA	NA	NA	1	1	0.996	0.99	1	34.33333333	92.33333333	1
ASM6787	2	4	2863	1048	0.781058515	0	NA	0.611	NA	NA	NA	NA	NA	NA	NA	1	1	0.996	0.989	NA	34.33333333	92.33333333	NA
ASM6788	9	11	10774	11605	0.999616826	0.007982861	NA	0.718	0.2	0.184	NA	NA	NA	NA	NA	0.847290375	0.839307514	0.849	0.846	0.707854471	204	201.6666667	0.707854471
ASM6789	3	4	4657	5632	0.287685396	0.047402089	0.00498	0.89	0.0143	0.00535	NA	0.954	0.977666667	0.954	0.977666667	0.902435764	0.946335582	0.996	0.997	0.011530475	273.3333333	230.6666667	0.011530475
ASM6790	2	4	87	92	0.881279307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA
ASM6791	2	11	198	244	0.201365456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.666666667	4.333333333	NA
ASM6792	4	21	13621	16798	0.003810069	0.135811156	1	1	0.00438	2.32E-05	NA	0.996	1	0.996	1	0.648148148	0.512336992	1	1	0.360308863	8.333333333	19.33333333	0.360308863
