ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p01	leafcutter_p_value	jum_p_value	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	RegP	TotalCountG1	TotalCountG2
ASM5788	2	5	83	69	0.504133336	NA	NA	NA	NA	NA	NA	0.995956274	0.983258916	NA	NA	NA	NA	NA	NA	NA	3.666666667	4.333333333
ASM5789	2	3	54	68	1	NA	1	NA	NA	NA	SE	0.934457952	0.909899517	1	0.926	NA	NA	NA	NA	NA	4.666666667	4.666666667
ASM5790	17	36	3991	4026	0.290002505	0	0.301	0.0694	NA	0.0637	NA	0.479064533	0.510058126	0.816583333	0.82875	1	1	0.935	0.849	0.999999094	16	14.66666667
ASM5791	2	3	761	550	0.238499007	0.005999462	1	5.36E-09	NA	NA	SE	0.987228051	0.997458659	0.994333333	1	0.994000538	1	0.992	0.996	0.999994029	84	114.3333333
ASM5792	3	8	4227	1711	0.246031111	NA	NA	0.000364	NA	NA	NA	0.963151549	0.993131474	NA	NA	NA	NA	0.949	0.994	0.562915531	41	111
ASM5793	3	4	3973	2538	0.890443097	NA	0.263	0.00809	NA	NA	NA	0.549700503	0.463268373	0.835	0.886333333	NA	NA	0.876	0.871	0.144085703	34	59.33333333
ASM5794	3	5	495	335	0.018886288	0.021505376	NA	0.176	NA	NA	NA	0.469518605	0.781815117	NA	NA	0.879968759	0.864501874	0.995	0.862	0.999995105	32	52.66666667
ASM5795	5	9	3533	2769	0.178910215	0.036884992	NA	0.00824	NA	NA	NA	0.845234514	0.694102544	NA	NA	0.607676519	0.570791527	0.962	0.924	0.650836036	24	32
ASM5796	2	5	171	181	0.37409935	NA	NA	NA	NA	NA	NA	0.535647992	0.570994815	NA	NA	NA	NA	NA	NA	NA	8.333333333	9.333333333
ASM5797	3	11	620	679	0.09428106	0.110711901	NA	0.0572	NA	0.505	NA	0.741287217	0.62529604	NA	NA	0.758748115	0.648036213	0.576	0.659	0.039103996	46.33333333	51
ASM5798	2	7	608	3370	0.973832891	NA	NA	NA	NA	NA	NA	0.598067751	0.622018693	NA	NA	NA	NA	NA	NA	0.999988744	118.3333333	22
ASM5799	2	3	144	765	0.007680591	0	NA	1	NA	0.089	NA	0.767825939	0.391260009	NA	NA	1	1	0.986	0.995	0.999979967	57.66666667	8.333333333
ASM5800	2	7	203	108	0.710394991	NA	NA	NA	NA	NA	NA	0.827099371	0.683613659	NA	NA	NA	NA	NA	NA	NA	2.333333333	3
ASM5801	3	13	65	53	0.548311628	NA	NA	NA	NA	NA	NA	0.356196206	0.641384784	NA	NA	NA	NA	NA	NA	NA	2.333333333	3.333333333
ASM5802	5	20	5484	4383	0.832962562	0.026797372	0.078	0.124	NA	0.104	NA	0.772482427	0.758669285	0.92	0.862666667	0.747643682	0.74970964	0.969	0.993	0.614565078	41.33333333	57.33333333
ASM5803	7	18	4654	4128	0.652989567	NA	0.856	0.00432	NA	NA	NA	0.660880998	0.65187522	0.966333333	0.989333333	NA	NA	0.992	0.994	NA	5	4
ASM5804	4	25	13939	16732	NA	0.013079474	NA	1.04E-09	NA	NA	NA	NA	NA	NA	NA	0.947220637	0.960300111	0.997	0.998	0.481570535	108.3333333	96.33333333
ASM5805	4	9	1485	1716	0.192472862	0.058589444	0.0441	0.0813	NA	0.0766	NA	0.617151627	0.727552404	0.843333333	0.928333333	0.84679089	0.905380334	0.995	0.995	0.146058498	45.66666667	45.66666667
ASM5806	8	9	1312	1649	0.853358116	NA	0.396	0.0491	0.38	0.118	NA	0.598496978	0.736616297	0.8	0.817166667	NA	NA	0.994	0.953	0.207363332	24.33333333	22
ASM5807	4	12	25653	42833	0.955136295	NA	NA	1.60E-18	NA	NA	NA	0.974683887	0.966899384	NA	NA	NA	NA	0.997	0.999	0.605192175	968.3333333	626.6666667
ASM5808	7	13	9644	10788	0.524587131	0.006659969	1	1.68E-15	NA	NA	NA	0.575000013	0.555641995	1	0.998666667	0.988279907	0.994939876	0.999	0.999	0.124312202	331	319
ASM5809	3	6	3173	2028	0.274612097	0.010123986	1	0.000575	NA	0.131	NA	0.921501199	0.9291719	0.990333333	1	0.924214728	0.934338714	0.98	0.997	0.615978462	105.6666667	167.6666667
ASM5810	2	3	201	795	0.978708124	NA	0.267	NA	NA	0.415	NA	0.580357324	0.557919034	0.742666667	0.583333333	NA	NA	NA	NA	0.490386135	35	10.66666667
ASM5811	2	16	20757	4	0.000252993	NA	NA	NA	NA	NA	NA	0.696737766	0.68201286	NA	NA	NA	NA	NA	NA	0.490386135	0	150.6666667
ASM5812	2	4	926	1223	0.773703306	0.010890289	0.877	0.0382	0.675	0.112	ASS	0.601046363	0.619610239	0.625333333	0.645333333	0.593051452	0.603941741	0.578	0.643	0.784555172	80	71
ASM5813	3	4	547	683	0.092997984	0.008053752	NA	0.985	0.000586	0.0416	NA	0.548708932	0.706598831	NA	NA	0.971428571	0.979482323	0.428	0.739	0.554707055	33.66666667	29.66666667
ASM5814	6	12	2161	2591	1	0.020985574	0.0938	0.0304	0.279	0.044	NA	0.988629623	0.986611603	0.851444444	0.839444444	0.590207632	0.578554864	0.994	0.995	0.30990315	57	48.66666667
ASM5815	3	4	7393	7236	0.68467875	0.001993433	0.384	0.0656	0.543	0.101	NA	0.757451822	0.802800176	0.68	0.628333333	0.574376338	0.575264228	0.835	0.789	0.940972775	128.6666667	140.6666667
ASM5816	3	6	9028	10793	1	NA	NA	1.60E-18	NA	NA	NA	0.968115523	0.973439054	NA	NA	NA	NA	0.994	0.998	NA	3.333333333	4.333333333
ASM5817	2	4	103	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2
ASM5818	2	3	298	442	0.034381074	0.033970043	0.0174	0.0366	NA	0.0501	SE	0.869342883	0.964168774	0.875	0.941666667	0.88691353	0.920883573	0.88	0.939	0.292564786	62.66666667	53
ASM5819	2	4	438	346	0.363217288	NA	NA	NA	NA	NA	NA	0.735831213	0.783720088	NA	NA	NA	NA	NA	NA	0.472097337	28	35.66666667
ASM5820	7	23	3172	2474	0.376165167	NA	0.00147	0.0364	NA	NA	NA	0.465125319	0.47629579	0.873	0.993	NA	NA	0.975	0.987	NA	2.333333333	4.666666667
ASM5821	5	21	9675	9502	0.740540876	0.009302553	1	0.000759	NA	NA	NA	0.686150645	0.625579381	0.883333333	0.899666667	0.918065268	0.927367821	0.998	0.998	0.672606681	92	106
ASM5822	2	3	216	110	0.064723034	NA	NA	NA	0.0473	0.0528	NA	0.97611381	0.996377353	NA	NA	NA	NA	NA	NA	0.996056448	8.666666667	19.33333333
ASM5823	2	4	4115	5818	1	0.037197615	NA	0.257	NA	0.0467	NA	0.5	0.503549114	NA	NA	0.570941092	0.533743477	0.536	0.622	0.452072528	80	62
ASM5824	3	5	2250	2057	0.003498795	0.08297169	0.0182	NA	NA	0.126	NA	0.594104001	0.326066711	0.778	0.504666667	0.466068376	0.448561704	NA	NA	0.287437355	23	25
ASM5825	7	26	16325	10794	NA	0.018382346	NA	4.10E-10	NA	NA	NA	NA	NA	NA	NA	0.986664296	0.975038707	0.999	0.998	0.053346584	92	148
ASM5826	7	30	12699	20276	NA	NA	0.389	0.177	0.111	0.0391	NA	NA	NA	0.984333333	0.97	NA	NA	0.997	0.998	0.231247741	81.33333333	46
ASM5827	2	8	4054	2956	0.716208026	NA	NA	NA	NA	NA	NA	0.978122069	0.987523899	NA	NA	NA	NA	NA	NA	0.393882055	55.66666667	86.33333333
ASM5828	2	3	45	15	0.947925686	NA	NA	NA	NA	NA	SE	0.602084318	0.791685445	NA	NA	NA	NA	NA	NA	NA	2	4.666666667
ASM5829	3	4	59	17	0.794159242	NA	NA	NA	NA	NA	NA	0.268644975	0.519005451	NA	NA	NA	NA	NA	NA	NA	2	4.666666667
ASM5830	2	4	57	23	0.909248267	NA	NA	NA	NA	NA	NA	0.82518537	0.870824536	NA	NA	NA	NA	NA	NA	NA	2	3.666666667
ASM5831	2	3	569	906	0.795988107	0.008377017	1	5.31E-06	NA	NA	SE	0.985187319	0.978907673	0.989	0.985666667	0.989236111	0.980859094	0.996	0.998	0.488498558	105	61.33333333
ASM5832	7	21	433	167	0.541117679	NA	NA	NA	NA	NA	NA	0.28377651	0.351977241	NA	NA	NA	NA	NA	NA	NA	0.666666667	1.666666667
ASM5833	3	4	559	467	0.295300474	0.020683515	0.000101	0.0442	NA	NA	NA	0.902210866	0.918871486	0.9505	0.970666667	0.892746914	0.876494428	0.94	0.932	0.346631372	51	52
ASM5834	2	3	902	885	0.507621246	0.004431029	1	0.00806	NA	NA	SE	0.928581768	0.953885946	0.923666667	0.940333333	0.917438272	0.921869301	0.978	0.933	0.874482696	51	52
ASM5835	7	11	1157	1814	NA	NA	0.672	0.0382	0.948	0.0424	NA	NA	NA	0.675833333	0.646	NA	NA	0.693	0.715	NA	11	7.666666667
ASM5836	5	15	30167	45157	0.926377296	0	NA	0.013	0.234	0.0132	NA	0.47563085	0.470287861	NA	NA	1	1	1	1	0.999997493	282.3333333	196.6666667
ASM5837	2	7	3760	4443	0.733328706	NA	NA	2.71E-12	NA	NA	NA	0.802551015	0.785012757	NA	NA	NA	NA	0.997	0.998	0.326148049	129	117.3333333
ASM5838	4	30	9616	11590	NA	0.015681948	NA	0.429	0.183	0.035	NA	NA	NA	NA	NA	0.511404237	0.517208333	0.957	0.93	0.326148049	129	117.3333333
ASM5839	3	7	460	636	0.466897651	NA	1	0.00196	NA	NA	NA	0.989053626	0.904004441	0.960666667	0.955	NA	NA	0.995	0.996	0.30502816	59	40.33333333
ASM5840	2	12	13213	12510	0.680030451	NA	1	2.58E-15	NA	NA	NA	0.961711911	0.943908717	0.986333333	0.985333333	NA	NA	0.999	0.999	NA	7	4.333333333
ASM5841	2	10	16227	15246	0.366720597	NA	NA	1.60E-18	NA	NA	NA	0.999103912	0.998722451	NA	NA	NA	NA	0.999	0.999	0.999999242	341	381
ASM5842	7	23	14540	13850	0.028671907	0.071726822	0.125	0.537	0.0405	0.0199	NA	0.554128587	0.46858262	0.6665	0.686333333	0.547407493	0.475680671	0.646	0.74	0.018902426	167	187
ASM5843	2	13	3781	3612	0.000411524	NA	NA	8.96E-05	NA	NA	NA	0.944898587	0.998983341	NA	NA	NA	NA	0.969	0.995	0.988151976	52	55.66666667
ASM5844	2	3	495	905	0.270131963	0.046752752	0.356	0.189	0.313	0.0554	SE	0.579096663	0.475097308	0.589333333	0.519333333	0.527609428	0.480856675	0.631	0.537	0.452632609	61	40
ASM5845	2	3	224	426	0.990487846	0.046752752	0.411	0.0243	0.616	0.046	SE	0.522462461	0.532240809	0.612666667	0.541	0.527609428	0.480856675	0.541	0.518	0.452632609	61	40
ASM5846	2	3	200	224	0.643597748	NA	0.711	NA	NA	NA	SE	0.573513328	0.501286393	0.667666667	0.673333333	NA	NA	NA	NA	0.941267491	10.66666667	11.66666667
ASM5847	3	6	51652	21158	0.933142123	NA	1	0.00877	0.282	0.0191	NA	0.986669708	0.985188108	0.990333333	0.995333333	NA	NA	0.998	0.994	0.41894865	9.666666667	11.66666667
ASM5848	2	6	11872	17229	0.682538484	NA	NA	1.60E-18	NA	NA	NA	0.976029048	0.979209081	NA	NA	NA	NA	1	1	0.999999876	1293.666667	1003.666667
ASM5849	10	9	38641	21795	0.466134572	0.020545559	0.00067	0.418	0.0837	0.0102	NA	0.414076393	0.39478516	0.974	0.924	0.477521116	0.456975557	0.998	0.98	0.233511105	386.6666667	794.6666667
ASM5850	4	9	469	220	0.065960087	NA	NA	NA	NA	NA	NA	0.862756167	0.926548512	NA	NA	NA	NA	NA	NA	NA	3	5.666666667
ASM5851	9	19	8027	9218	0.910784544	0.078968372	0.446	0.00584	0.32	0.0195	NA	0.521618557	0.539067971	0.952166667	0.965	0.853507322	0.788719485	0.999	0.999	1.43E-05	260.6666667	227.6666667
ASM5852	6	16	5409	11688	0.066386415	0	0.0745	0.00919	NA	NA	NA	0.729536064	0.889494605	0.966333333	0.990166667	1	1	0.924	0.975	0.999995239	98.33333333	49
ASM5853	8	19	11329	13291	0.654375841	NA	0.00555	0.0791	0.275	0.0914	NA	0.857876819	0.808501838	0.913416667	0.911416667	NA	NA	0.981	0.974	0.999999102	119	104.6666667
ASM5854	2	3	1413	2384	0.423651586	0.006966229	1	0.00246	0.34	0.0376	SE	0.767578439	0.795004776	0.776666667	0.777666667	0.804442234	0.797476005	0.79	0.769	0.750453555	273	157
ASM5855	3	5	2892	5082	0.65201986	0.054410114	0.566	0.025	0.32	0.0295	NA	0.695576629	0.675918628	0.752	0.741	0.696933685	0.642523571	0.997	0.999	0.047993597	273	157
ASM5856	3	5	2705	4801	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.999996163	273	157
ASM5857	3	5	654	1110	0.017512148	NA	0.18	NA	NA	NA	NA	0.609335155	0.389924642	0.695	0.882	NA	NA	NA	NA	0.308564063	14.33333333	8.666666667
ASM5858	9	8	2096	2734	0.110047658	0.072377168	0.00617	0.124	0.679	0.0312	NA	0.094662981	0.407990668	0.767	0.789866667	0.52866468	0.58832012	0.876	0.938	0.004057577	115.6666667	90
ASM5859	2	8	939	1877	0.074635538	NA	NA	NA	NA	NA	NA	0.492323997	0.717724748	NA	NA	NA	NA	NA	NA	0.507760202	43.33333333	26
ASM5860	2	3	4688	8644	0.033925133	0.024350011	NA	0.00365	NA	NA	NA	0.820104227	0.991218565	NA	NA	0.925037481	0.949387492	0.938	0.993	0.507760202	43.33333333	26
ASM5861	7	32	10228	9840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.616645152	74.33333333	86
ASM5862	3	8	15064	12097	0.217321089	0.008224255	NA	4.79E-06	NA	NA	NA	0.756137871	0.769903671	NA	NA	0.715319415	0.722602144	0.961	0.997	0.403864013	107.6666667	147.3333333
ASM5863	3	17	9950	17600	0.888419496	0.005438892	NA	0.00564	0.607	0.0526	NA	0.657723047	0.672764127	NA	NA	0.697415203	0.69197631	0.999	0.999	0.902556681	200	124.3333333
ASM5864	3	4	87	174	0.570703915	NA	0.113	NA	NA	NA	NA	0.57948437	0.547497712	0.728777778	0.812777778	NA	NA	NA	NA	NA	12.33333333	7
ASM5865	3	5	1411	2435	0.357316476	0.024256254	NA	0.021	NA	0.0626	NA	0.455351023	0.510834125	NA	NA	0.632352941	0.656609195	0.604	0.639	0.628601961	90	51.66666667
ASM5866	7	21	3622	1860	0.726735231	NA	0.304	0.0396	NA	0.0656	NA	0.658851624	0.684967008	0.964666667	0.954166667	NA	NA	0.998	0.996	NA	0	0.333333333
ASM5867	4	8	3748	5514	0.001973766	0.154750771	NA	7.57E-31	NA	NA	NA	0.524026006	0.321089623	NA	NA	0.781576448	0.917829784	0.999	0.989	2.90E-05	89.33333333	38.33333333
ASM5868	2	12	195	92	0.835977661	NA	NA	NA	NA	NA	NA	0.699597584	0.557071888	NA	NA	NA	NA	NA	NA	NA	2.333333333	4.333333333
ASM5869	8	21	3339	2922	0.137311251	NA	9.72E-05	0.385	NA	0.125	NA	0.818595577	0.889737881	0.886944444	0.945055556	NA	NA	0.995	0.994	0.857934191	33	40
ASM5870	8	27	556	360	0.321420743	NA	4.33E-05	NA	NA	0.621	NA	0.298854104	0.26047368	0.654466667	0.773466667	NA	NA	NA	NA	NA	1	3.666666667
ASM5871	2	3	76	13	0.24202995	NA	NA	NA	NA	NA	SE	0.815616215	0.979997238	NA	NA	NA	NA	NA	NA	NA	1.666666667	14.33333333
ASM5872	2	4	99	4	0.828111372	NA	NA	NA	NA	NA	ASS	0.918577775	0.905413587	NA	NA	NA	NA	NA	NA	NA	1.666666667	13.66666667
ASM5873	2	4	83	12	0.352484184	NA	NA	NA	NA	NA	ASS	0.75781141	0.906828218	NA	NA	NA	NA	NA	NA	NA	1.666666667	13.66666667
ASM5874	5	29	1410	2451	0.26953869	NA	NA	NA	NA	NA	NA	0.660532444	0.649670425	NA	NA	NA	NA	NA	NA	NA	0	0
ASM5875	5	16	8128	4389	0.017943162	0.040425065	NA	0.232	0.258	0.0548	NA	0.60155919	0.561716545	NA	NA	0.423712376	0.421821448	0.996	0.947	0.099488814	69.66666667	136.6666667
ASM5876	2	5	21695	13919	0.675760892	NA	NA	4.66E-37	NA	NA	NA	0.973221573	0.971771177	NA	NA	NA	NA	0.996	0.999	0.971260032	418.6666667	716.3333333
ASM5877	4	14	2896	2542	0.057567144	0.028225606	0.0605	0.888	NA	0.108	NA	0.423069952	0.453983944	0.809166667	0.746333333	0.533229117	0.556612927	0.833	0.95	0.650693448	26.33333333	25.66666667
ASM5878	20	40	45401	42954	0.339176433	NA	0.452	0.0405	0.109	0.0207	NA	0.559704357	0.549047309	0.795833333	0.801166667	NA	NA	0.999	0.999	NA	5.666666667	5.333333333
ASM5879	2	4	21	22	0.053820071	NA	NA	NA	NA	NA	NA	0.81287564	0.634697563	NA	NA	NA	NA	NA	NA	NA	1.333333333	2
ASM5880	3	8	1675	1255	0.191385883	0.057338087	NA	NA	NA	0.118	NA	0.550463471	0.458789569	NA	NA	0.802287582	0.744949495	NA	NA	0.525882827	11.66666667	18.33333333
ASM5881	2	3	375	298	0.874777242	0.021176445	NA	0.0267	NA	NA	NA	0.865389543	0.881551995	NA	NA	0.862014652	0.840838207	0.795	0.85	0.761962418	19	26.33333333
ASM5882	3	4	5618	5678	0.836353706	0.018181693	0.669	0.188	NA	0.071	NA	0.942508647	0.948828662	0.632666667	0.603666667	0.82155096	0.803369266	0.649	0.779	0.806688867	47.33333333	46.66666667
ASM5883	2	3	1362	1558	0.146722095	0.080625015	0.0183	0.626	0.0467	0.129	SE	0.783099345	0.883815042	0.771666667	0.884	0.76985991	0.850484925	0.998	0.998	0.01262822	98.33333333	95.33333333
ASM5884	3	4	1203	1273	0.683295987	NA	1	0.000112	NA	NA	NA	0.742940787	0.704129406	0.982666667	0.982888889	NA	NA	0.983	0.986	0.012619071	83.33333333	87.66666667
ASM5885	8	17	12184	13238	8.54E-06	0.008700577	0.787	0.0401	0.35	0.0303	NA	0.555810261	0.555017706	0.599833333	0.5855	0.720350693	0.722710981	0.998	0.998	0.72198692	127.6666667	119
ASM5886	10	19	4933	5988	0.744597223	0.132254782	0.318	0.0238	0.667	0.0451	NA	0.387556742	0.469079443	0.945	0.931222222	0.855840456	0.988095238	0.998	0.998	0.021446782	23	15.33333333
ASM5887	16	30	15619	17097	0.941402696	NA	0.326	0.0523	NA	NA	NA	0.742399102	0.803372958	0.955333333	0.980333333	NA	NA	0.997	0.998	0.032241458	548.3333333	511
ASM5888	2	4	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.666666667
ASM5889	9	49	15677	3079	0.064798839	NA	NA	0.0206	NA	0.0516	NA	0.397648907	0.333932762	NA	NA	NA	NA	0.964	0.987	NA	1.333333333	4.666666667
ASM5890	2	4	2019	2069	1	0.027170162	NA	0.00301	0.996	0.0437	NA	0.871623787	0.863009512	NA	NA	0.878246319	0.851076157	0.876	0.841	0.135013605	232.3333333	243
ASM5891	20	45	39097	12563	2.60E-05	NA	0.131	0.258	0.00178	0.0493	NA	0.452466918	0.445791364	0.9525	0.955083333	NA	NA	1	0.999	NA	1	3.666666667
ASM5892	2	6	1510	1691	0.970002297	0.019055413	NA	0.0128	NA	0.123	NA	0.796449232	0.79183155	NA	NA	0.730769231	0.749824643	0.753	0.767	0.705343401	51.66666667	48
ASM5893	2	3	281	258	1	0.015477546	0.749	0.0114	NA	NA	SE	0.903034023	0.913555481	0.922333333	0.941333333	0.867335563	0.882813109	0.94	0.974	0.678348593	51.66666667	48
ASM5894	7	24	9285	10754	0.060978919	NA	NA	0.0922	NA	0.139	NA	0.2681384	0.328148308	NA	NA	NA	NA	0.996	0.995	NA	6.333333333	2.333333333
ASM5895	6	13	8159	3440	0.300186033	0.086774048	0.0373	0.1	NA	NA	NA	0.911754737	0.912403883	0.976833333	0.922166667	0.829237816	0.742463768	0.985	0.968	0.026400999	49.33333333	130.3333333
ASM5896	9	16	1304	1093	8.56E-05	NA	0.313	0.000238	NA	0.0719	NA	0.431226113	0.349991039	0.562	0.543	NA	NA	0.988	0.984	8.10E-05	8	15.33333333
ASM5897	2	3	907	1064	0.712344125	0.031715289	0.494	0.00152	NA	NA	SE	0.942897516	0.948530243	0.947333333	0.967333333	0.935393297	0.967108586	0.939	0.974	0.100624138	91.33333333	83.33333333
ASM5898	3	7	1387	1535	0.434859678	0.084270826	0.0907	0.336	0.0935	0.102	NA	0.475431555	0.475868333	0.546333333	0.674333333	0.579470757	0.663741582	0.529	0.68	0.047125269	91.33333333	83.33333333
ASM5899	15	17	1743	3538	0.087955943	0	7.98E-10	0.774	0.136	0.0467	NA	0.845779074	0.861811795	0.909458333	0.9085	1	1	0.989	0.989	0.999997884	53	38.66666667
ASM5900	3	4	5232	5155	0.161516728	0.025032761	NA	0.0539	NA	0.152	NA	0.826200388	0.8504475	NA	NA	0.821458383	0.827610078	0.781	0.785	0.439589186	78.33333333	84
ASM5901	2	4	1315	1140	0.141208864	0.020723256	NA	NA	NA	NA	NA	0.57927794	0.475092293	NA	NA	0.960038986	0.93931573	NA	NA	0.330993393	69	72
ASM5902	2	3	1133	787	0.637478601	0.131984682	NA	NA	NA	NA	NA	0.70650516	0.811617946	NA	NA	0.778138528	0.646153846	NA	NA	0.158253105	13.33333333	21
ASM5903	2	3	740	789	0.303454235	0.013808256	0.17	0.00016	NA	NA	SE	0.990082397	0.963348149	0.991	0.957666667	0.976769399	0.990577656	0.996	0.967	0.182937405	107.6666667	101
ASM5904	2	3	371	1019	0.825293285	0.051743105	0.595	0.0331	NA	0.0912	SE	0.904753585	0.893710772	0.896	0.872666667	0.911579564	0.859836458	0.939	0.909	0.138068813	95	45
ASM5905	2	3	745	1596	0.694786271	0.017315902	0.907	0.0159	0.89	0.0755	SE	0.498232979	0.541754378	0.524333333	0.55	0.519607843	0.536923745	0.571	0.544	0.731502805	98.66666667	50
ASM5906	2	3	822	968	0.657247682	NA	1	5.61E-08	NA	NA	SE	0.991953094	0.996883314	0.994666667	1	NA	NA	0.993	0.998	0.988445043	102.6666667	83
ASM5907	2	3	527	601	0.060391106	0.204744242	0.006	0.983	0.0146	0.0674	NA	0.631352218	0.43055899	0.656333333	0.527666667	0.613074689	0.408330447	0.996	0.993	3.46E-06	98	78.33333333
ASM5908	12	10	448	207	0.981348092	NA	0.116	NA	NA	0.184	NA	0.508464063	0.609989998	0.776333333	0.858166667	NA	NA	NA	NA	NA	2	6.666666667
ASM5909	9	9	809	1223	1	0.08207663	0.0331	0.559	0.0528	0.0909	NA	0.436994043	0.499307829	0.651833333	0.692833333	0.624124233	0.623188158	0.931	0.897	0.01662864	61.66666667	61
ASM5910	5	9	5734	7971	NA	0.05399089	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.826255676	0.772264786	NA	NA	0.199333862	149.3333333	103
ASM5911	9	15	23369	32395	NA	0.000822326	0.000859	2.16E-11	0.613	0.0264	NA	NA	NA	0.741333333	0.814666667	0.997679602	0.998501928	1	0.998	0.475245969	1110.666667	865.3333333
ASM5912	3	7	138	210	NA	NA	0.118	NA	NA	NA	NA	NA	NA	1	0.636	NA	NA	NA	NA	NA	5.333333333	2.666666667
ASM5913	2	3	678	184	0.78499963	NA	0.00209	NA	NA	0.201	SE	0.832537074	0.906817057	0.861666667	0.926	NA	NA	NA	NA	0.577283428	8.333333333	36.33333333
ASM5914	2	5	5300	1314	0.448932672	0.044472292	NA	NA	NA	NA	NA	0.788619466	0.767733068	NA	NA	0.835157338	0.87962963	NA	NA	0.577283428	8.333333333	36.33333333
ASM5915	7	8	33806	59737	0.768125117	0.002387545	1	1.60E-18	0.445	0.0232	NA	0.962484549	0.961585999	0.994833333	0.993833333	0.989400358	0.987349155	0.998	0.999	0.011744864	6038.333333	3677.333333
ASM5916	3	7	6632	7266	0.418191731	0.024288163	NA	NA	NA	0.119	NA	0.894767897	0.929632209	NA	NA	0.905655957	0.929944119	NA	NA	0.038266697	380.3333333	353
ASM5917	8	33	8708	6792	0.900670135	NA	NA	0.0221	NA	NA	NA	0.32586986	0.338460635	NA	NA	NA	NA	0.989	0.987	NA	3.666666667	2
ASM5918	8	25	687	826	NA	NA	0.493	NA	NA	NA	NA	NA	NA	0.719166667	0.754333333	NA	NA	NA	NA	NA	8	8.666666667
ASM5919	5	7	6538	6782	0.879642938	0.020319403	0.855	0.0131	0.965	0.0225	NA	0.592858026	0.600119337	0.9025	0.893166667	0.557824568	0.550158738	0.998	0.998	0.331698004	314.6666667	303.6666667
ASM5920	3	5	2860	3072	0.104929498	0.020319403	0.000409	0.39	0.000568	0.0202	NA	0.799949078	0.714727099	0.777333333	0.679333333	0.746088569	0.728004878	0.808	0.696	0.331698004	314.6666667	303.6666667
ASM5921	2	4	664	1537	0.096314995	NA	NA	2.39E-08	NA	0.115	NA	0.649829927	0.837365725	NA	NA	NA	NA	0.996	0.998	0.999998895	33.66666667	28.33333333
ASM5922	5	8	2323	5035	0.402074596	0.013888889	0.00521	0.00292	NA	0.0997	NA	0.447894759	0.506834566	0.966166667	0.9415	0.892278954	0.88988304	0.971	0.971	0.98939667	145	75.66666667
ASM5923	2	3	680	873	0.839911605	NA	0.368	0.0406	0.829	0.13	NA	0.702568322	0.733707297	0.749	0.632666667	NA	NA	0.853	0.884	0.557873066	20	23.33333333
ASM5924	2	4	1226	1265	0.361844159	0.020971217	0.276	0.0349	0.112	0.043	ASS	0.658669253	0.732286728	0.565333333	0.645666667	0.621455939	0.642427155	0.651	0.719	0.595262098	91.33333333	91.33333333
ASM5925	2	3	710	804	0.490861137	0.053073255	0.332	0.0188	NA	0.127	NA	0.907839644	0.85239906	0.893333333	0.858333333	0.907064497	0.853991242	0.916	0.861	0.052940214	91.33333333	90.66666667
ASM5926	20	27	15985	15237	0.089796133	0.012128925	0.0256	0.713	0.00627	0.0273	NA	0.464610955	0.433822871	0.814388889	0.852388889	0.992008805	0.97987988	0.999	0.999	0.313074776	52.66666667	87.66666667
ASM5927	9	14	1071	1184	NA	0.037986705	0.000302	0.539	NA	0.104	NA	NA	NA	0.809888889	0.849222222	0.713030796	0.723091787	0.992	0.989	0.989518773	24	27
ASM5928	7	14	503	1050	NA	NA	NA	0.000188	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.984	0.993	0.721176961	28	14
ASM5929	2	4	0	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0
ASM5930	2	3	595	546	0.233075525	NA	1	NA	NA	NA	SE	0.770055496	0.90013273	0.85	0.950666667	NA	NA	NA	NA	0.932125147	23.66666667	22.66666667
ASM5931	14	31	767	1609	0.007640997	NA	0.00231	NA	NA	NA	NA	0.3359912	0.496839847	0.721666667	0.8775	NA	NA	NA	NA	NA	6.333333333	2.333333333
ASM5932	20	47	338	392	0.010929481	NA	0.17	NA	NA	NA	NA	0.300207679	0.439825515	1	0.803	NA	NA	NA	NA	NA	0.666666667	1.666666667
ASM5933	17	23	3309	2413	0.431347891	0.134489739	0.0241	0.14	0.0928	0.0345	NA	0.342849733	0.336191618	0.770066667	0.810333333	0.489969136	0.476190476	0.996	0.997	0.057509634	12.66666667	21.66666667
ASM5934	2	3	311	226	0.327273339	0.05678733	0.0523	NA	NA	0.291	SE	0.895254903	0.799544442	0.944333333	0.808666667	0.928846154	0.872058824	NA	NA	0.331202681	16	23.33333333
